ROWNUM;Name;Longitude_WGS84;Latitude_WGS84;NameOfStation;Line;ModeOnEvenDays;ModeOnOddDays;FullFeaturedBPAAmount;LittleFunctionalBPAAmount;BPAAmount;RepairOfEscalators;GLOBALID;
157;"Автозаводская, вход в южный вестибюль";"37.6571665";"55.70630611";"Автозаводская";"Замоскворецкая линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:44:00; последний поезд по 1 пути в 01:30:15, по 2 пути в 01:34:25";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:44:00; последний поезд по 1 пути в 01:30:15, по 2 пути в 01:34:25";"";"4";"4";"";"85311811";
158;"Академическая, вход 3 в северный вестибюль";"37.57395298";"55.68876242";"Академическая";"Калужско-Рижская линия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:39:15, по 2 пути в 06:03:35; последний поезд по 1 пути в 01:21:20, по 2 пути в 01:40:05";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:37:50, по 2 пути в 06:03:35; последний поезд по 1 пути в 01:21:20, по 2 пути в 01:40:05";"";"3";"3";"";"85311816";
159;"Академическая, вход 4 в северный вестибюль";"37.57471304";"55.68855827";"Академическая";"Калужско-Рижская линия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:39:15, по 2 пути в 06:03:35; последний поезд по 1 пути в 01:21:20, по 2 пути в 01:40:05";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:37:50, по 2 пути в 06:03:35; последний поезд по 1 пути в 01:21:20, по 2 пути в 01:40:05";"";"3";"3";"";"85311817";
160;"Академическая, вход 1 в южный вестибюль";"37.57230178";"55.68720547";"Академическая";"Калужско-Рижская линия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:39:15, по 2 пути в 06:03:35; последний поезд по 1 пути в 01:21:20, по 2 пути в 01:40:05";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:37:50, по 2 пути в 06:03:35; последний поезд по 1 пути в 01:21:20, по 2 пути в 01:40:05";"";"1";"1";"";"85311814";
161;"Академическая, вход 2 в южный вестибюль";"37.57291098";"55.68692886";"Академическая";"Калужско-Рижская линия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:39:15, по 2 пути в 06:03:35; последний поезд по 1 пути в 01:21:20, по 2 пути в 01:40:05";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:37:50, по 2 пути в 06:03:35; последний поезд по 1 пути в 01:21:20, по 2 пути в 01:40:05";"";"1";"1";"";"85311815";
162;"Александровский сад, вход в восточный вестибюль";"37.61265514";"55.75222684";"Александровский сад";"Филёвская линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в сторону станции метро «Кунцевская» в 05:45:00, в сторону станции метро «Международная» в 05:57:00; последний поезд по 1 пути в сторону станции метро «Кунцевская» в 01:03:00, в сторону станции метро «Международная» в 01:10:00, по 2 пути в в сторону станции метро «Кунцевская» в 01:20:00, в сторону станции метро «Международная» в 01:27:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в сторону станции метро «Кунцевская» в 06:00:00, в сторону станции метро «Международная» в 05:57:00; последний поезд по 1 пути в сторону станции метро «Кунцевская» в 01:03:00, в сторону станции метро «Международная» в 01:10:00, по 2 пути в в сторону станции метро «Кунцевская» в 01:20:00, в сторону станции метро «Международная» в 01:27:00";"";"5";"5";"";"85311820";
163;"Александровский сад, вход 1 в западный вестибюль";"37.61068292";"55.75264625";"Александровский сад";"Филёвская линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в сторону станции метро «Кунцевская» в 05:45:00, в сторону станции метро «Международная» в 05:57:00; последний поезд по 1 пути в сторону станции метро «Кунцевская» в 01:03:00, в сторону станции метро «Международная» в 01:10:00, по 2 пути в в сторону станции метро «Кунцевская» в 01:20:00, в сторону станции метро «Международная» в 01:27:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в сторону станции метро «Кунцевская» в 06:00:00, в сторону станции метро «Международная» в 05:57:00; последний поезд по 1 пути в сторону станции метро «Кунцевская» в 01:03:00, в сторону станции метро «Международная» в 01:10:00, по 2 пути в в сторону станции метро «Кунцевская» в 01:20:00, в сторону станции метро «Международная» в 01:27:00";"";"3";"3";"";"85311858";
164;"Александровский сад, вход 2 в западный вестибюль";"37.60877575";"55.75231421";"Александровский сад";"Филёвская линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в сторону станции метро «Кунцевская» в 05:45:00, в сторону станции метро «Международная» в 05:57:00; последний поезд по 1 пути в сторону станции метро «Кунцевская» в 01:03:00, в сторону станции метро «Международная» в 01:10:00, по 2 пути в в сторону станции метро «Кунцевская» в 01:20:00, в сторону станции метро «Международная» в 01:27:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в сторону станции метро «Кунцевская» в 06:00:00, в сторону станции метро «Международная» в 05:57:00; последний поезд по 1 пути в сторону станции метро «Кунцевская» в 01:03:00, в сторону станции метро «Международная» в 01:10:00, по 2 пути в в сторону станции метро «Кунцевская» в 01:20:00, в сторону станции метро «Международная» в 01:27:00";"";"3";"3";"";"85311857";
165;"Александровский сад, вход 3 в западный вестибюль";"37.61004135";"55.75222369";"Александровский сад";"Филёвская линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в сторону станции метро «Кунцевская» в 05:45:00, в сторону станции метро «Международная» в 05:57:00; последний поезд по 1 пути в сторону станции метро «Кунцевская» в 01:03:00, в сторону станции метро «Международная» в 01:10:00, по 2 пути в в сторону станции метро «Кунцевская» в 01:20:00, в сторону станции метро «Международная» в 01:27:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в сторону станции метро «Кунцевская» в 06:00:00, в сторону станции метро «Международная» в 05:57:00; последний поезд по 1 пути в сторону станции метро «Кунцевская» в 01:03:00, в сторону станции метро «Международная» в 01:10:00, по 2 пути в в сторону станции метро «Кунцевская» в 01:20:00, в сторону станции метро «Международная» в 01:27:00";"";"3";"3";"";"85311818";
166;"Александровский сад, вход 4 в западный вестибюль";"37.61023103";"55.7520258";"Александровский сад";"Филёвская линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в сторону станции метро «Кунцевская» в 05:45:00, в сторону станции метро «Международная» в 05:57:00; последний поезд по 1 пути в сторону станции метро «Кунцевская» в 01:03:00, в сторону станции метро «Международная» в 01:10:00, по 2 пути в в сторону станции метро «Кунцевская» в 01:20:00, в сторону станции метро «Международная» в 01:27:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в сторону станции метро «Кунцевская» в 06:00:00, в сторону станции метро «Международная» в 05:57:00; последний поезд по 1 пути в сторону станции метро «Кунцевская» в 01:03:00, в сторону станции метро «Международная» в 01:10:00, по 2 пути в в сторону станции метро «Кунцевская» в 01:20:00, в сторону станции метро «Международная» в 01:27:00";"";"3";"3";"";"85311819";
167;"Алексеевская, вход в вестибюль";"37.63869888";"55.80785299";"Алексеевская";"Калужско-Рижская линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:45, по 2 пути в 05:38:20; последний поезд по 1 пути в 01:45:40, по 2 пути в 01:16:05";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:40, по 2 пути в 05:38:20; последний поезд по 1 пути в 01:45:40, по 2 пути в 01:16:05";"";"5";"5";"15.12.2014-20.02.2015";"85311821";
168;"Алма-Атинская, вход 1 в вестибюль";"37.7656705";"55.63347431";"Алма-Атинская";"Замоскворецкая линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:10, по 2 пути в 05:53:30; последний поезд по 1 пути в 01:03:00, по 2 пути в 02:01:15";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:10, по 2 пути в 05:53:30; последний поезд по 1 пути в 01:03:00, по 2 пути в 02:01:15";"";"4";"4";"";"85311823";
169;"Алма-Атинская, вход 2 в вестибюль";"37.7669485";"55.6318689";"Алма-Атинская";"Замоскворецкая линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:10, по 2 пути в 05:53:30; последний поезд по 1 пути в 01:03:00, по 2 пути в 02:01:15";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:10, по 2 пути в 05:53:30; последний поезд по 1 пути в 01:03:00, по 2 пути в 02:01:15";"";"4";"4";"";"85311822";
170;"Алтуфьево, вход 1 в северный вестибюль";"37.58647028";"55.89909379";"Алтуфьево";"Серпуховско-Тимирязевская линия";"открытие в 05:45:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:08:00, по 2 пути в 06:05:30; последний поезд по 1 пути в 02:00:30, по 2 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:41:00, по 2 пути в 06:06:00; последний поезд по 1 пути в 02:00:30, по 2 пути в 01:03:00";"";"5";"5";"";"85311824";
171;"Алтуфьево, вход 2 в северный вестибюль";"37.58799719";"55.89907414";"Алтуфьево";"Серпуховско-Тимирязевская линия";"открытие в 05:45:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:08:00, по 2 пути в 06:05:30; последний поезд по 1 пути в 02:00:30, по 2 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:41:00, по 2 пути в 06:06:00; последний поезд по 1 пути в 02:00:30, по 2 пути в 01:03:00";"";"5";"5";"";"85311827";
172;"Алтуфьево, вход 1 в южный вестибюль";"37.58649605";"55.89688648";"Алтуфьево";"Серпуховско-Тимирязевская линия";"открытие в 05:45:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:08:00, по 2 пути в 06:05:30; последний поезд по 1 пути в 02:00:30, по 2 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:41:00, по 2 пути в 06:06:00; последний поезд по 1 пути в 02:00:30, по 2 пути в 01:03:00";"";"6";"6";"";"85311825";
173;"Алтуфьево, вход 2 в южный вестибюль";"37.58792621";"55.89687088";"Алтуфьево";"Серпуховско-Тимирязевская линия";"открытие в 05:45:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:08:00, по 2 пути в 06:05:30; последний поезд по 1 пути в 02:00:30, по 2 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:41:00, по 2 пути в 06:06:00; последний поезд по 1 пути в 02:00:30, по 2 пути в 01:03:00";"";"6";"6";"";"85311826";
174;"Аннино, вход в северный вестибюль";"37.59656057";"55.58378375";"Аннино";"Серпуховско-Тимирязевская линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути в 05:46:00; последний поезд по 1 пути в 01:05:00, по 2 пути в 01:57:00";"открытие в 05:45:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:05:00, по 2 пути в 01:58:00";"";"5";"5";"";"85311828";
175;"Аннино, вход в южный вестибюль";"37.59620509";"55.58161894";"Аннино";"Серпуховско-Тимирязевская линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути в 05:46:00; последний поезд по 1 пути в 01:05:00, по 2 пути в 01:57:00";"открытие в 05:45:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:05:00, по 2 пути в 01:58:00";"";"1";"1";"";"85311829";
176;"Арбатская (Арбатско-Покровская линия), вход в вестибюль";"37.6034912";"55.75237085";"Арбатская";"Арбатско-Покровская линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:30, по 2 пути в 05:44:00; последний поезд по 1 пути в 01:27:00, по 2 пути в 01:42:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:30, по 2 пути в 05:45:00; последний поезд по 1 пути в 01:27:00, по 2 пути в 01:42:00";"";"5";"5";"";"85311830";
177;"Арбатская (Филёвская линия), вход в вестибюль";"37.60155427";"55.75218066";"Арбатская";"Филёвская линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в сторону станции метро «Международная» в 05:58:40, в сторону станции метро «Кунцевская» в 05:46:55, по 2 пути в 05:41:10; последний поезд по 1 пути в сторону станции метро «Международная» в 01:11:40, в сторону станции метро «Кунцевская» в 01:04:40, по 2 пути в 01:25:50";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в сторону станции метро «Международная» в 05:58:55, в сторону станции метро «Кунцевская» в 06:03:40, по 2 пути в 05:52:50; последний поезд по 1 пути в сторону станции метро «Международная» в 01:11:40, в сторону станции метро «Кунцевская» в 01:04:40, по 2 пути в 01:25:50";"";"5";"5";"";"85311831";
178;"Аэропорт, вход 1 в северный вестибюль";"37.53176733";"55.80127082";"Аэропорт";"Замоскворецкая линия";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:15, по 2 пути в 05:30:50; последний поезд по 1 пути в 01:50:40, по 2 пути в 01:13:40";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:15, по 2 пути в 05:30:50; последний поезд по 1 пути в 01:50:40, по 2 пути в 01:13:40";"";"4";"4";"19.08.2013-25.12.2013";"85311833";
179;"Аэропорт, вход 2 в северный вестибюль";"37.53215142";"55.80105983";"Аэропорт";"Замоскворецкая линия";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:15, по 2 пути в 05:30:50; последний поезд по 1 пути в 01:50:40, по 2 пути в 01:13:40";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:15, по 2 пути в 05:30:50; последний поезд по 1 пути в 01:50:40, по 2 пути в 01:13:40";"";"4";"4";"19.08.2013-25.12.2013";"85311835";
180;"Аэропорт, вход 1 в южный вестибюль";"37.53046104";"55.80047488";"Аэропорт";"Замоскворецкая линия";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:15, по 2 пути в 05:30:50; последний поезд по 1 пути в 01:50:40, по 2 пути в 01:13:40";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:15, по 2 пути в 05:30:50; последний поезд по 1 пути в 01:50:40, по 2 пути в 01:13:40";"";"3";"3";"";"85311832";
181;"Аэропорт, вход 2 в южный вестибюль";"37.53434927";"55.80005496";"Аэропорт";"Замоскворецкая линия";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:15, по 2 пути в 05:30:50; последний поезд по 1 пути в 01:50:40, по 2 пути в 01:13:40";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:15, по 2 пути в 05:30:50; последний поезд по 1 пути в 01:50:40, по 2 пути в 01:13:40";"";"3";"3";"";"85311834";
182;"Бабушкинская, вход 1 в северный вестибюль";"37.66429832";"55.87061607";"Бабушкинская";"Калужско-Рижская линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:06:10, по 2 пути в 05:43:10; последний поезд по 1 пути в 01:56:05, по 2 пути в 01:05:40";"открытие в 05:23:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:35, по 2 пути в 05:29:50; последний поезд по 1 пути в 01:53:35, по 2 пути в 01:08:10";"";"4";"4";"";"85311837";
183;"Бабушкинская, вход 2 в северный вестибюль";"37.6653275";"55.87047389";"Бабушкинская";"Калужско-Рижская линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:06:10, по 2 пути в 05:43:10; последний поезд по 1 пути в 01:56:05, по 2 пути в 01:05:40";"открытие в 05:23:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:35, по 2 пути в 05:29:50; последний поезд по 1 пути в 01:53:35, по 2 пути в 01:08:10";"";"4";"4";"";"85311838";
184;"Бабушкинская, вход в южный вестибюль";"37.66328697";"55.868686";"Бабушкинская";"Калужско-Рижская линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:06:10, по 2 пути в 05:43:10; последний поезд по 1 пути в 01:56:05, по 2 пути в 01:05:40";"открытие в 05:23:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:35, по 2 пути в 05:29:50; последний поезд по 1 пути в 01:53:35, по 2 пути в 01:08:10";"";"4";"4";"";"85311836";
185;"Багратионовская, вход в восточный вестибюль";"37.49826366";"55.74399526";"Багратионовская";"Филёвская линия";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:30, по 2 пути в 05:58:45; последний поезд по 1 пути в 01:21:15, по 2 пути в 01:10:05";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:30, по 2 пути в 05:58:45; последний поезд по 1 пути в 01:21:15, по 2 пути в 01:10:05";"";"4";"4";"";"85311840";
186;"Багратионовская, вход в западный вестибюль";"37.49704291";"55.74360153";"Багратионовская";"Филёвская линия";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:30, по 2 пути в 05:58:45; последний поезд по 1 пути в 01:21:15, по 2 пути в 01:10:05";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:30, по 2 пути в 05:58:45; последний поезд по 1 пути в 01:21:15, по 2 пути в 01:10:05";"";"3";"3";"";"85311839";
187;"Баррикадная, вход в вестибюль";"37.58124962";"55.76085187";"Баррикадная";"Таганско-Краснопресненская линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 06:02:30; последний поезд по 1 пути в 01:25:35, по 2 пути в 01:37:05";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:04:40, по 2 пути в 06:00:30; последний поезд по 1 пути в 01:25:35, по 2 пути в 01:37:05";"";"3";"3";"";"85311841";
188;"Бауманская, вход в вестибюль";"37.67909885";"55.77246507";"Бауманская";"Арбатско-Покровская линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:30, по 2 пути в 05:52:30; последний поезд по 1 пути в 01:19:30, по 2 пути в 01:50:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:30, по 2 пути в 05:52:30; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:50:30";"";"2";"2";"08.2014-07.2015";"85311842";
189;"Беговая, вход 1 во второй вестибюль";"37.54853327";"55.77428106";"Беговая";"Таганско-Краснопресненская линия";"открытие в 05:50:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:05, по 2 пути в 06:07:00; последний поезд по 1 пути в 01:12:15, по 2 пути в 01:41:20";"открытие в 05:50:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:10, по 2 пути в 06:04:55; последний поезд по 1 пути в 01:21:15, по 2 пути в 01:41:20";"";"4";"4";"";"85311846";
190;"Беговая, вход 2 во второй вестибюль";"37.5485286";"55.77314516";"Беговая";"Таганско-Краснопресненская линия";"открытие в 05:50:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:05, по 2 пути в 06:07:00; последний поезд по 1 пути в 01:12:15, по 2 пути в 01:41:20";"открытие в 05:50:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:10, по 2 пути в 06:04:55; последний поезд по 1 пути в 01:21:15, по 2 пути в 01:41:20";"";"4";"4";"";"85311845";
191;"Беговая, вход 1 в первый вестибюль";"37.54463307";"55.77407416";"Беговая";"Таганско-Краснопресненская линия";"открытие в 05:50:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:05, по 2 пути в 06:07:00; последний поезд по 1 пути в 01:12:15, по 2 пути в 01:41:20";"открытие в 05:50:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:10, по 2 пути в 06:04:55; последний поезд по 1 пути в 01:21:15, по 2 пути в 01:41:20";"";"2";"2";"";"85311844";
192;"Беговая, вход 2 в первый вестибюль";"37.54447319";"55.77337983";"Беговая";"Таганско-Краснопресненская линия";"открытие в 05:50:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:05, по 2 пути в 06:07:00; последний поезд по 1 пути в 01:12:15, по 2 пути в 01:41:20";"открытие в 05:50:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:10, по 2 пути в 06:04:55; последний поезд по 1 пути в 01:21:15, по 2 пути в 01:41:20";"";"2";"2";"";"85311843";
193;"Белорусская, вход 1 в вестибюль";"37.58554568";"55.7775305";"Белорусская";"Кольцевая линия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:34:15, по 2 пути в 05:53:00; последний поезд по 1 пути в 01:20:15, по 2 пути в 01:39:15";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:40, по 2 пути в 05:54:30; последний поезд по 1 пути в 01:27:30, по 2 пути в 01:45:45";"";"7";"7";"";"85311849";
194;"Белорусская, вход 2 в вестибюль";"37.5821482";"55.77734145";"Белорусская";"Замоскворецкая линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:30, по 2 пути в 05:36:55; последний поезд по 1 пути в 01:45:05, по 2 пути в 01:19:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:30, по 2 пути в 05:36:55; последний поезд по 1 пути в 01:45:05, по 2 пути в 01:19:40";"";"7";"7";"";"85311848";
195;"Белорусская, вход 3 в вестибюль";"37.58230354";"55.7752381";"Белорусская";"Кольцевая линия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:34:15, по 2 пути в 05:53:00; последний поезд по 1 пути в 01:20:15, по 2 пути в 01:39:15";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:40, по 2 пути в 05:54:30; последний поезд по 1 пути в 01:27:30, по 2 пути в 01:45:45";"";"7";"7";"";"85311847";
196;"Беляево, вход 1 в северный вестибюль";"37.52658815";"55.64374655";"Беляево";"Калужско-Рижская линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:55, по 2 пути в 05:44:40; последний поезд по 1 пути в 01:12:25, по 2 пути в 01:48:55";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:07:15, по 2 пути в 05:54:25; последний поезд по 1 пути в 01:12:25, по 2 пути в 01:48:55";"";"5";"5";"";"85311852";
197;"Беляево, вход 2 в северный вестибюль";"37.5273558";"55.64362896";"Беляево";"Калужско-Рижская линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:55, по 2 пути в 05:44:40; последний поезд по 1 пути в 01:12:25, по 2 пути в 01:48:55";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:07:15, по 2 пути в 05:54:25; последний поезд по 1 пути в 01:12:25, по 2 пути в 01:48:55";"";"5";"5";"";"85311853";
198;"Беляево, вход 1 в южный вестибюль";"37.52520845";"55.64181717";"Беляево";"Калужско-Рижская линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:55, по 2 пути в 05:44:40; последний поезд по 1 пути в 01:12:25, по 2 пути в 01:48:55";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:07:15, по 2 пути в 05:54:25; последний поезд по 1 пути в 01:12:25, по 2 пути в 01:48:55";"";"4";"4";"";"85311850";
199;"Беляево, вход 2 в южный вестибюль";"37.52609887";"55.64162547";"Беляево";"Калужско-Рижская линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:55, по 2 пути в 05:44:40; последний поезд по 1 пути в 01:12:25, по 2 пути в 01:48:55";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:07:15, по 2 пути в 05:54:25; последний поезд по 1 пути в 01:12:25, по 2 пути в 01:48:55";"";"4";"4";"";"85311851";
200;"Бибирево, вход 1 в северный вестибюль";"37.60459656";"55.88413344";"Бибирево";"Серпуховско-Тимирязевская линия";"открытие в 05:45:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:10, по 2 пути в 05:54:40; последний поезд по 1 пути в 01:58:45, по 2 пути в 01:05:30";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:05, по 2 пути в 05:43:50; последний поезд по 1 пути в 01:58:55, по 2 пути в 01:05:30";"";"6";"6";"";"85311854";
201;"Бибирево, вход 2 в северный вестибюль";"37.601486";"55.88410539";"Бибирево";"Серпуховско-Тимирязевская линия";"открытие в 05:45:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:10, по 2 пути в 05:54:40; последний поезд по 1 пути в 01:58:45, по 2 пути в 01:05:30";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:05, по 2 пути в 05:43:50; последний поезд по 1 пути в 01:58:55, по 2 пути в 01:05:30";"";"6";"6";"";"85311855";
202;"Бибирево, вход в южный вестибюль";"37.60520752";"55.88354767";"Бибирево";"Серпуховско-Тимирязевская линия";"открытие в 05:45:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:10, по 2 пути в 05:54:40; последний поезд по 1 пути в 01:58:45, по 2 пути в 01:05:30";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:05, по 2 пути в 05:43:50; последний поезд по 1 пути в 01:58:55, по 2 пути в 01:05:30";"";"6";"6";"";"85311856";
203;"Борисово, вход в северный вестибюль";"37.74443648";"55.63393995";"Борисово";"Люблинско-Дмитровская линия";"открытие в 05:50:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:15, по 2 пути в 05:55:20; последний поезд по 1 пути в 01:43:05, по 2 пути в 01:07:25";"открытие в 05:45:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:15, по 2 пути в 05:55:30; последний поезд по 1 пути в 01:43:05, по 2 пути в 01:07:25";"2";"";"2";"";"85311860";
204;"Борисово, вход в южный вестибюль";"37.74370286";"55.63240185";"Борисово";"Люблинско-Дмитровская линия";"открытие в 05:50:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:15, по 2 пути в 05:55:20; последний поезд по 1 пути в 01:43:05, по 2 пути в 01:07:25";"открытие в 05:45:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:15, по 2 пути в 05:55:30; последний поезд по 1 пути в 01:43:05, по 2 пути в 01:07:25";"2";"";"2";"";"85311859";
205;"Ботанический сад, вход в северный вестибюль";"37.63908286";"55.84679352";"Ботанический сад";"Калужско-Рижская линия";"открытие в 05:23:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:30, по 2 пути в 05:32:15; последний поезд по 1 пути в 01:51:25, по 2 пути в 01:10:25";"открытие в 05:23:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:25, по 2 пути в 05:32:15; последний поезд по 1 пути в 01:51:25, по 2 пути в 01:10:25";"";"4";"4";"";"85311863";
206;"Ботанический сад, вход 1 в южный вестибюль";"37.63834831";"55.84589687";"Ботанический сад";"Калужско-Рижская линия";"открытие в 05:23:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:30, по 2 пути в 05:32:15; последний поезд по 1 пути в 01:51:25, по 2 пути в 01:10:25";"открытие в 05:23:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:25, по 2 пути в 05:32:15; последний поезд по 1 пути в 01:51:25, по 2 пути в 01:10:25";"";"3";"3";"02.2014-11.2014";"85311862";
